team1,team2,venue,city,toss_winner,toss_decision,winner
Glamorgan,Somerset,The Cooper Associates County Ground,Taunton,Somerset,field,Somerset
Middlesex,Sussex,Lord's,London,Sussex,field,Sussex
Northamptonshire,Birmingham Bears,County Ground,Northampton,Birmingham Bears,field,Northamptonshire
Surrey,Kent,St Lawrence Ground,Canterbury,Kent,field,Kent
Essex,Hampshire,County Ground,Chelmsford,Hampshire,field,Hampshire
Gloucestershire,Birmingham Bears,Edgbaston,Birmingham,Birmingham Bears,field,Gloucestershire
Middlesex,Essex,Lord's,London,Essex,field,Middlesex
Somerset,Worcestershire,Edgbaston,Birmingham,Worcestershire,field,Somerset
Glamorgan,Northamptonshire,Edgbaston,Birmingham,Northamptonshire,field,Northamptonshire
Kent,Sussex,County Ground,Hove,Sussex,field,Kent
Hampshire,Surrey,Kennington Oval,London,Surrey,field,Surrey
Gloucestershire,Worcestershire,County Ground,Bristol,Worcestershire,field,Gloucestershire
Birmingham Bears,Somerset,The Cooper Associates County Ground,Taunton,Somerset,field,Birmingham Bears
Yorkshire,Durham,Riverside Ground,Chester-le-Street,Durham,field,Yorkshire
Derbyshire,Lancashire,Aigburth,Liverpool,Lancashire,field,Lancashire
Leicestershire,Nottinghamshire,Trent Bridge,Nottingham,Leicestershire,bat,Nottinghamshire
Middlesex,Surrey,Kennington Oval,London,Middlesex,bat,Surrey
Kent,Essex,Kennington Oval,London,Kent,bat,Kent
Sussex,Hampshire,The Rose Bowl,Southampton,Hampshire,field,Sussex
Worcestershire,Somerset,The Cooper Associates County Ground,Taunton,Worcestershire,bat,Worcestershire
Lancashire,Nottinghamshire,Trent Bridge,Nottingham,Nottinghamshire,field,Nottinghamshire
Essex,Surrey,County Ground,Chelmsford,Essex,bat,Surrey
Yorkshire,Leicestershire,Grace Road,Leicester,Leicestershire,field,Leicestershire
Birmingham Bears,Glamorgan,Edgbaston,Birmingham,Birmingham Bears,bat,Birmingham Bears
Gloucestershire,Northamptonshire,County Ground,Northampton,Northamptonshire,field,Gloucestershire
Durham,Derbyshire,Riverside Ground,Chester-le-Street,Durham,bat,Durham
Kent,Sussex,St Lawrence Ground,Canterbury,Sussex,field,Sussex
Middlesex,Hampshire,Lord's,London,Middlesex,bat,Middlesex
Northamptonshire,Glamorgan,Sophia Gardens,Cardiff,Northamptonshire,bat,Glamorgan
Gloucestershire,Somerset,The Cooper Associates County Ground,Taunton,Somerset,field,Gloucestershire
Worcestershire,Birmingham Bears,"County Ground, New Road",Worcester,Worcestershire,bat,Birmingham Bears
Nottinghamshire,Derbyshire,Trent Bridge,Nottingham,Nottinghamshire,bat,Nottinghamshire
Leicestershire,Durham,Riverside Ground,Chester-le-Street,Leicestershire,bat,Durham
Yorkshire,Lancashire,Headingley,Leeds,Yorkshire,bat,Lancashire
Surrey,Middlesex,Lord's,London,Middlesex,field,Surrey
Essex,Sussex,County Ground,Hove,Sussex,field,Essex
Hampshire,Kent,The Rose Bowl,Southampton,Kent,field,Kent
Derbyshire,Leicestershire,Grace Road,Leicester,Derbyshire,bat,Derbyshire
Gloucestershire,Birmingham Bears,County Ground,Bristol,Gloucestershire,bat,Gloucestershire
Worcestershire,Northamptonshire,County Ground,Northampton,Worcestershire,bat,Worcestershire
Essex,Hampshire,The Rose Bowl,Southampton,Essex,bat,Essex
Somerset,Glamorgan,Sophia Gardens,Cardiff,Glamorgan,field,Somerset
Middlesex,Kent,St Lawrence Ground,Canterbury,Kent,field,Middlesex
Sussex,Surrey,Kennington Oval,London,Surrey,field,Surrey
Durham,Yorkshire,Headingley,Leeds,Yorkshire,field,Durham
Lancashire,Yorkshire,Old Trafford,Manchester,Lancashire,bat,Lancashire
Derbyshire,Nottinghamshire,Trent Bridge,Nottingham,Nottinghamshire,field,Nottinghamshire
Essex,Kent,St Lawrence Ground,Canterbury,Essex,bat,Kent
Middlesex,Sussex,County Ground,Hove,Sussex,field,Sussex
Birmingham Bears,Worcestershire,Edgbaston,Birmingham,Birmingham Bears,bat,Birmingham Bears
Northamptonshire,Somerset,The Cooper Associates County Ground,Taunton,Northamptonshire,bat,Somerset
Glamorgan,Gloucestershire,Sophia Gardens,Cardiff,Glamorgan,bat,Glamorgan
Durham,Lancashire,Old Trafford,Manchester,Durham,bat,Durham
Hampshire,Surrey,The Rose Bowl,Southampton,Surrey,field,Surrey
Nottinghamshire,Leicestershire,Grace Road,Leicester,Nottinghamshire,bat,Leicestershire
Kent,Surrey,Kennington Oval,London,Surrey,field,Surrey
Hampshire,Middlesex,The Rose Bowl,Southampton,Hampshire,bat,Hampshire
Birmingham Bears,Northamptonshire,Edgbaston,Birmingham,Birmingham Bears,bat,Northamptonshire
Worcestershire,Glamorgan,"County Ground, New Road",Worcester,Worcestershire,bat,Glamorgan
Derbyshire,Yorkshire,Headingley,Leeds,Derbyshire,bat,Yorkshire
Leicestershire,Lancashire,Old Trafford,Manchester,Leicestershire,bat,Leicestershire
Nottinghamshire,Durham,Trent Bridge,Nottingham,Durham,field,Nottinghamshire
Essex,Sussex,County Ground,Chelmsford,Sussex,field,Sussex
Somerset,Gloucestershire,County Ground,Bristol,Somerset,bat,Gloucestershire
Northamptonshire,Gloucestershire,County Ground,Bristol,Northamptonshire,bat,Gloucestershire
Sylhet Thunder,Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,field,Chattogram Challengers
Cumilla Warriors,Rangpur Rangers,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,bat,Cumilla Warriors
Dhaka Platoon,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Rajshahi Royals
Chattogram Challengers,Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,field,Khulna Tigers
Sylhet Thunder,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Rajshahi Royals
Dhaka Platoon,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Dhaka Platoon
Rangpur Rangers,Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,field,Chattogram Challengers
Dhaka Platoon,Sylhet Thunder,"Shere Bangla National Stadium, Mirpur",Dhaka,Sylhet Thunder,field,Dhaka Platoon
Rajshahi Royals,Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Khulna Tigers,field,Khulna Tigers
Sylhet Thunder,Chattogram Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Chattogram Challengers,field,Chattogram Challengers
Rangpur Rangers,Cumilla Warriors,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rangpur Rangers,bat,Cumilla Warriors
Chattogram Challengers,Dhaka Platoon,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Dhaka Platoon,field,Chattogram Challengers
Rangpur Rangers,Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Khulna Tigers,field,Khulna Tigers
Chattogram Challengers,Cumilla Warriors,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Cumilla Warriors,field,Chattogram Challengers
Sylhet Thunder,Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Khulna Tigers,field,Sylhet Thunder
Chattogram Challengers,Rangpur Rangers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rangpur Rangers,field,Rangpur Rangers
Cumilla Warriors,Dhaka Platoon,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Dhaka Platoon,field,Dhaka Platoon
Khulna Tigers,Rajshahi Royals,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rajshahi Royals,field,Rajshahi Royals
Sylhet Thunder,Dhaka Platoon,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Sylhet Thunder,bat,Dhaka Platoon
Cumilla Warriors,Rajshahi Royals,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rajshahi Royals,field,Rajshahi Royals
Dhaka Platoon,Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,field,Chattogram Challengers
Khulna Tigers,Rangpur Rangers,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Rangers,field,Khulna Tigers
Rajshahi Royals,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Rajshahi Royals
Sylhet Thunder,Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,field,Khulna Tigers
Sylhet Thunder,Rangpur Rangers,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Rangers,field,Rangpur Rangers
Dhaka Platoon,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Dhaka Platoon
Chattogram Challengers,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Cumilla Warriors
Rangpur Rangers,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Rangpur Rangers
Rajshahi Royals,Rangpur Rangers,Sylhet International Cricket Stadium,Sylhet,Rangpur Rangers,field,Rajshahi Royals
Dhaka Platoon,Khulna Tigers,Sylhet International Cricket Stadium,Sylhet,Khulna Tigers,field,Dhaka Platoon
Rangpur Rangers,Sylhet Thunder,Sylhet International Cricket Stadium,Sylhet,Sylhet Thunder,field,Rangpur Rangers
Khulna Tigers,Chattogram Challengers,Sylhet International Cricket Stadium,Sylhet,Chattogram Challengers,field,Chattogram Challengers
Sylhet Thunder,Rajshahi Royals,Sylhet International Cricket Stadium,Sylhet,Sylhet Thunder,bat,Rajshahi Royals
Sylhet Thunder,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Cumilla Warriors
Rajshahi Royals,Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,field,Chattogram Challengers
Khulna Tigers,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Khulna Tigers
Dhaka Platoon,Rangpur Rangers,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Rangers,field,Dhaka Platoon
Rangpur Rangers,Dhaka Platoon,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Platoon,field,Rangpur Rangers
Khulna Tigers,Cumilla Warriors,"Shere Bangla National Stadium, Mirpur",Dhaka,Cumilla Warriors,field,Khulna Tigers
Chattogram Challengers,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Rajshahi Royals
Dhaka Platoon,Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,field,Khulna Tigers
Dhaka Platoon,Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,field,Chattogram Challengers
Khulna Tigers,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Khulna Tigers
Chattogram Challengers,Rajshahi Royals,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Royals,field,Rajshahi Royals
Rajshahi Royals,Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,field,Rajshahi Royals
Nepal,Bhutan,Tribhuvan University International Cricket Ground,Kirtipur,Bhutan,field,Nepal
Nepal,Maldives,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,bat,Nepal
Bhutan,Maldives,Tribhuvan University International Cricket Ground,Kirtipur,Maldives,field,Maldives
Nepal,Maldives,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,field,Nepal
Oman,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Oman
Namibia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Namibia,field,United Arab Emirates
Oman,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Namibia,bat,Namibia
Namibia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Namibia,bat,United Arab Emirates
Leinster Lightning,Northern Knights,"The Green, Comber",Comber,Northern Knights,field,Leinster Lightning
North-West Warriors,Leinster Lightning,"Bready Cricket Club, Magheramason, Bready",Bready,Leinster Lightning,field,Leinster Lightning
Northern Knights,Leinster Lightning,"The Village, Malahide, Dublin",Dublin,Leinster Lightning,field,Leinster Lightning
North-West Warriors,Leinster Lightning,"The Village, Malahide, Dublin",Dublin,North-West Warriors,bat,Leinster Lightning
Islamabad United,Quetta Gladiators,National Stadium,Karachi,Quetta Gladiators,field,Quetta Gladiators
Karachi Kings,Peshawar Zalmi,National Stadium,Karachi,Peshawar Zalmi,field,Karachi Kings
Lahore Qalandars,Multan Sultans,Gaddafi Stadium,Lahore,Multan Sultans,field,Multan Sultans
Peshawar Zalmi,Quetta Gladiators,National Stadium,Karachi,Peshawar Zalmi,field,Peshawar Zalmi
Islamabad United,Multan Sultans,Gaddafi Stadium,Lahore,Islamabad United,field,Islamabad United
Karachi Kings,Quetta Gladiators,National Stadium,Karachi,Karachi Kings,bat,Quetta Gladiators
Lahore Qalandars,Islamabad United,Gaddafi Stadium,Lahore,Islamabad United,field,Islamabad United
Multan Sultans,Peshawar Zalmi,Multan Cricket Stadium,Multan,Multan Sultans,field,Multan Sultans
Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,Rawalpindi,Quetta Gladiators,field,Quetta Gladiators
Multan Sultans,Karachi Kings,Multan Cricket Stadium,Multan,Karachi Kings,field,Multan Sultans
Lahore Qalandars,Peshawar Zalmi,Rawalpindi Cricket Stadium,Rawalpindi,Lahore Qalandars,field,Peshawar Zalmi
Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,Multan,Multan Sultans,bat,Multan Sultans
Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,Rawalpindi,Karachi Kings,field,Karachi Kings
Karachi Kings,Peshawar Zalmi,Rawalpindi Cricket Stadium,Rawalpindi,Karachi Kings,field,Karachi Kings
Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium,Lahore,Quetta Gladiators,field,Lahore Qalandars
Lahore Qalandars,Islamabad United,Gaddafi Stadium,Lahore,Lahore Qalandars,field,Islamabad United
Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,Rawalpindi,Quetta Gladiators,field,Peshawar Zalmi
Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,Rawalpindi,Peshawar Zalmi,field,Peshawar Zalmi
Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium,Lahore,Lahore Qalandars,field,Lahore Qalandars
Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,Rawalpindi,Multan Sultans,field,Multan Sultans
Lahore Qalandars,Karachi Kings,Gaddafi Stadium,Lahore,Lahore Qalandars,field,Lahore Qalandars
Lahore Qalandars,Peshawar Zalmi,Gaddafi Stadium,Lahore,Lahore Qalandars,field,Lahore Qalandars
Karachi Kings,Lahore Qalandars,National Stadium,Karachi,Karachi Kings,field,Karachi Kings
Multan Sultans,Peshawar Zalmi,National Stadium,Karachi,Peshawar Zalmi,field,Multan Sultans
Karachi Kings,Islamabad United,National Stadium,Karachi,Karachi Kings,field,Karachi Kings
Lahore Qalandars,Multan Sultans,Gaddafi Stadium,Lahore,Lahore Qalandars,field,Lahore Qalandars
Karachi Kings,Quetta Gladiators,National Stadium,Karachi,Karachi Kings,bat,Quetta Gladiators
Peshawar Zalmi,Lahore Qalandars,National Stadium,Karachi,Lahore Qalandars,field,Lahore Qalandars
Lahore Qalandars,Multan Sultans,National Stadium,Karachi,Multan Sultans,field,Lahore Qalandars
Zimbabwe,Sri Lanka,Harare Sports Club,Harare,Zimbabwe,bat,Sri Lanka
Pakistan,Bangladesh,Gaddafi Stadium,Lahore,Bangladesh,bat,Pakistan
Pakistan,Bangladesh,Gaddafi Stadium,Lahore,Bangladesh,bat,Pakistan
Pakistan,Bangladesh,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,field,Pakistan
Sri Lanka,West Indies,Sinhalese Sports Club Ground,Colombo,Sri Lanka,field,Sri Lanka
Sri Lanka,West Indies,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,West Indies,field,Sri Lanka
Sri Lanka,West Indies,Pallekele International Cricket Stadium,Kandy,Sri Lanka,bat,Sri Lanka
Sri Lanka,West Indies,Pallekele International Cricket Stadium,Kandy,West Indies,bat,West Indies
Sri Lanka,West Indies,Pallekele International Cricket Stadium,Kandy,West Indies,field,West Indies
Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,Zimbabwe,bat,Bangladesh
Bangladesh,Zimbabwe,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,Bangladesh
Bangladesh,Zimbabwe,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,Bangladesh
Bangladesh,Zimbabwe,Sylhet International Cricket Stadium,Sylhet,Zimbabwe,field,Bangladesh
Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,Zimbabwe,field,Bangladesh
Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,Bangladesh
Nepal,Oman,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,field,Oman
Oman,United States of America,Tribhuvan University International Cricket Ground,Kirtipur,Oman,field,Oman
Nepal,United States of America,Tribhuvan University International Cricket Ground,Kirtipur,United States of America,field,Nepal
Nepal,Oman,Tribhuvan University International Cricket Ground,Kirtipur,Oman,field,Oman
Oman,United States of America,Tribhuvan University International Cricket Ground,Kirtipur,United States of America,field,Oman
Nepal,United States of America,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,field,Nepal
Malaysia,Hong Kong,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Malaysia
Malaysia,Hong Kong,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Malaysia
Malaysia,Hong Kong,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Malaysia
Malaysia,Hong Kong,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Malaysia
Malaysia,Hong Kong,Kinrara Academy Oval,Kuala Lumpur,Hong Kong,bat,Malaysia
Oman,Maldives,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Oman
Saudi Arabia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,United Arab Emirates
Bahrain,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Qatar,bat,Bahrain
Iran,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Kuwait,field,Kuwait
Kuwait,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bahrain,field,Kuwait
Qatar,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United Arab Emirates,bat,United Arab Emirates
Kuwait,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Kuwait,field,United Arab Emirates
Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,field,Chennai Super Kings
Kolkata Knight Riders,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,bat,Royal Challengers Bangalore
Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Rajasthan Royals,Chennai Super Kings,Sharjah Cricket Stadium,,Chennai Super Kings,field,Rajasthan Royals
Kolkata Knight Riders,Delhi Capitals,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,field,Kolkata Knight Riders
Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,,Sunrisers Hyderabad,field,Kings XI Punjab
Royal Challengers Bangalore,Mumbai Indians,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,field,Mumbai Indians
Delhi Capitals,Rajasthan Royals,Sharjah Cricket Stadium,,Rajasthan Royals,field,Delhi Capitals
Kolkata Knight Riders,Chennai Super Kings,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,bat,Kolkata Knight Riders
Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah Cricket Stadium,,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,Abu Dhabi,Kings XI Punjab,field,Mumbai Indians
Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,,Rajasthan Royals,field,Kolkata Knight Riders
Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,field,Delhi Capitals
Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,field,Chennai Super Kings
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,,Sunrisers Hyderabad,bat,Rajasthan Royals
Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,field,Mumbai Indians
Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,,Chennai Super Kings,bat,Delhi Capitals
Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,,Royal Challengers Bangalore,field,Kings XI Punjab
Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,bat,Mumbai Indians
Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,,Kings XI Punjab,bat,Chennai Super Kings
Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,bat,Royal Challengers Bangalore
Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,,Kolkata Knight Riders,field,Delhi Capitals
Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,,Royal Challengers Bangalore,field,Delhi Capitals
Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stadium,,Kings XI Punjab,field,Kings XI Punjab
